pg_ts_config,2,cfgnamespace,oid
pg_ts_config,3,cfgowner,oid
pg_ts_config,4,cfgparser,oid
pg_ts_config_map,1,mapcfg,oid
pg_ts_config_map,2,maptokentype,integer
pg_ts_config_map,3,mapseqno,integer
pg_ts_config_map,4,mapdict,oid
pg_ts_dict,1,dictname,name
pg_ts_dict,2,dictnamespace,oid
pg_ts_dict,3,dictowner,oid
pg_ts_dict,4,dicttemplate,oid
pg_ts_dict,5,dictinitoption,text
pg_ts_parser,1,prsname,name
pg_ts_parser,2,prsnamespace,oid
pg_ts_parser,3,prsstart,regproc
pg_ts_parser,4,prstoken,regproc
pg_ts_parser,5,prsend,regproc
pg_ts_parser,6,prsheadline,regproc
pg_ts_parser,7,prslextype,regproc
pg_ts_template,1,tmplname,name
pg_ts_template,2,tmplnamespace,oid
pg_ts_template,3,tmplinit,regproc
pg_ts_template,4,tmpllexize,regproc
pg_extension,1,extname,name
pg_extension,2,extowner,oid
pg_extension,3,extnamespace,oid
pg_extension,4,extrelocatable,boolean
pg_extension,5,extversion,text
pg_extension,6,extconfig,ARRAY
pg_extension,7,extcondition,ARRAY
pg_foreign_data_wrapper,1,fdwname,name
pg_foreign_data_wrapper,2,fdwowner,oid
pg_foreign_data_wrapper,3,fdwhandler,oid
pg_foreign_data_wrapper,4,fdwvalidator,oid
pg_foreign_data_wrapper,5,fdwacl,ARRAY
pg_foreign_data_wrapper,6,fdwoptions,ARRAY
pg_foreign_server,1,srvname,name
pg_foreign_server,2,srvowner,oid
pg_foreign_server,3,srvfdw,oid
pg_foreign_server,4,srvtype,text
pg_foreign_server,5,srvversion,text
pg_foreign_server,6,srvacl,ARRAY
pg_foreign_server,7,srvoptions,ARRAY
pg_user_mapping,1,umuser,oid
pg_user_mapping,2,umserver,oid
pg_user_mapping,3,umoptions,ARRAY
pg_foreign_table,1,ftrelid,oid
pg_foreign_table,2,ftserver,oid
pg_foreign_table,3,ftoptions,ARRAY
pg_policy,1,polname,name
pg_policy,2,polrelid,oid
pg_policy,3,polcmd,"""char"""
pg_policy,4,polroles,ARRAY
pg_policy,5,polqual,pg_node_tree
pg_policy,6,polwithcheck,pg_node_tree
pg_replication_origin,1,roident,oid
pg_replication_origin,2,roname,text
pg_default_acl,1,defaclrole,oid
pg_default_acl,2,defaclnamespace,oid
pg_default_acl,3,defaclobjtype,"""char"""
pg_default_acl,4,defaclacl,ARRAY
pg_seclabel,1,objoid,oid
pg_seclabel,2,classoid,oid
pg_seclabel,3,objsubid,integer
pg_seclabel,4,provider,text
pg_seclabel,5,label,text
pg_shseclabel,1,objoid,oid
pg_shseclabel,2,classoid,oid
pg_shseclabel,3,provider,text
pg_shseclabel,4,label,text
pg_collation,1,collname,name
pg_collation,2,collnamespace,oid
pg_collation,3,collowner,oid
pg_collation,4,collencoding,integer
pg_collation,5,collcollate,name
pg_collation,6,collctype,name
pg_range,1,rngtypid,oid
pg_range,2,rngsubtype,oid
pg_range,3,rngcollation,oid
pg_range,4,rngsubopc,oid
pg_range,5,rngcanonical,regproc
pg_range,6,rngsubdiff,regproc
pg_transform,1,trftype,oid
pg_transform,2,trflang,oid
pg_transform,3,trffromsql,regproc
pg_transform,4,trftosql,regproc
pg_roles,1,rolname,name
pg_roles,2,rolsuper,boolean
pg_roles,3,rolinherit,boolean
pg_roles,4,rolcreaterole,boolean
pg_roles,5,rolcreatedb,boolean
pg_roles,6,rolcanlogin,boolean
pg_roles,7,rolreplication,boolean
pg_roles,8,rolconnlimit,integer
pg_roles,9,rolpassword,text
pg_roles,10,rolvaliduntil,timestamp with time zone
pg_roles,11,rolbypassrls,boolean
pg_roles,12,rolconfig,ARRAY
pg_roles,13,oid,oid
pg_shadow,1,usename,name
pg_shadow,2,usesysid,oid
pg_shadow,3,usecreatedb,boolean
pg_shadow,4,usesuper,boolean
pg_shadow,5,userepl,boolean
pg_shadow,6,usebypassrls,boolean
pg_shadow,7,passwd,text
pg_shadow,8,valuntil,abstime
pg_shadow,9,useconfig,ARRAY
pg_group,1,groname,name
pg_group,2,grosysid,oid
pg_group,3,grolist,ARRAY
pg_user,1,usename,name
pg_user,2,usesysid,oid
pg_user,3,usecreatedb,boolean
pg_user,4,usesuper,boolean
pg_user,5,userepl,boolean
pg_user,6,usebypassrls,boolean
pg_user,7,passwd,text
pg_user,8,valuntil,abstime
pg_user,9,useconfig,ARRAY
pg_policies,1,schemaname,name
pg_policies,2,tablename,name
pg_policies,3,policyname,name
pg_policies,4,roles,ARRAY
pg_policies,5,cmd,text
pg_policies,6,qual,text
pg_policies,7,with_check,text
pg_rules,1,schemaname,name
pg_rules,2,tablename,name
pg_rules,3,rulename,name
pg_rules,4,definition,text
pg_views,1,schemaname,name
pg_views,2,viewname,name
pg_views,3,viewowner,name
pg_views,4,definition,text
pg_tables,1,schemaname,name
pg_tables,2,tablename,name
pg_tables,3,tableowner,name
pg_tables,4,tablespace,name
pg_tables,5,hasindexes,boolean
pg_tables,6,hasrules,boolean
pg_tables,7,hastriggers,boolean
pg_tables,8,rowsecurity,boolean
pg_matviews,1,schemaname,name
pg_matviews,2,matviewname,name
pg_matviews,3,matviewowner,name
pg_matviews,4,tablespace,name
pg_matviews,5,hasindexes,boolean
pg_matviews,6,ispopulated,boolean
pg_matviews,7,definition,text
pg_indexes,1,schemaname,name
pg_indexes,2,tablename,name
pg_indexes,3,indexname,name
